camera,day,image,x_top,y_top,x_root,y_root,x_root_frac,height_px,conf,image_width
C_021,07_02,EP1.21-C-021_2021-07-02-15-31_CAM219.JPG,342.6710510253906,677.43017578125,334.000244140625,797.8828735351562,0.43208311014311124,120.45269775390625,0.8484508395195007,773
C_021,07_02,EP1.21-C-021_2021-07-02-15-31_CAM219.JPG,257.71026611328125,708.2236938476562,264.66180419921875,803.7523193359375,0.34238267037415104,95.52862548828125,0.7994968295097351,773
C_021,07_11,EP1.21-C-021_2021-07-11-11-56_CAM219.JPG,378.3876647949219,626.5286254882812,388.2699279785156,773.9992065429688,0.5022896869062298,147.4705810546875,0.8484010100364685,773
C_021,07_11,EP1.21-C-021_2021-07-11-11-56_CAM219.JPG,40.6136360168457,633.5327758789062,54.19328689575195,780.8917846679688,0.07010774501390939,147.3590087890625,0.7708228826522827,773
C_021,07_11,EP1.21-C-021_2021-07-11-11-56_CAM219.JPG,255.82821655273438,598.8413696289062,271.98846435546875,767.7368774414062,0.35186088532402165,168.8955078125,0.7347785830497742,773
C_021,07_11,EP1.21-C-021_2021-07-11-11-56_CAM219.JPG,20.407184600830078,634.2139892578125,34.814178466796875,782.328125,0.04503774704630902,148.1141357421875,0.09600390493869781,773
C_021,07_18,EP1.21-C-021_2021-07-18-14-27_CAM219.JPG,46.6527214050293,523.3750610351562,62.26787185668945,766.2210083007812,0.08055352116001223,242.845947265625,0.8837239146232605,773
C_021,07_18,EP1.21-C-021_2021-07-18-14-27_CAM219.JPG,271.57659912109375,653.197021484375,268.76104736328125,775.8456420898438,0.34768570163425777,122.64862060546875,0.8011168837547302,773
C_021,07_18,EP1.21-C-021_2021-07-18-14-27_CAM219.JPG,206.71624755859375,493.7779235839844,214.31393432617188,768.6504516601562,0.27724959162506063,274.8725280761719,0.7942128777503967,773
C_021,07_18,EP1.21-C-021_2021-07-18-14-27_CAM219.JPG,366.69805908203125,543.349609375,363.96759033203125,766.38525390625,0.4708506990065087,223.03564453125,0.7535802125930786,773
C_021,07_30,EP1.21-C-021_2021-07-30-10-01_CAM219.JPG,64.69990539550781,485.3771667480469,73.86982727050781,751.8491821289062,0.0955625191080308,266.4720153808594,0.8361376523971558,773
C_021,07_30,EP1.21-C-021_2021-07-30-10-01_CAM219.JPG,363.0573425292969,526.1681518554688,370.71527099609375,762.3123779296875,0.4795799107323334,236.14422607421875,0.7531542778015137,773
C_021,07_30,EP1.21-C-021_2021-07-30-10-01_CAM219.JPG,277.40460205078125,568.7511596679688,278.50927734375,773.95556640625,0.3602966071717335,205.20440673828125,0.7187873125076294,773
C_021,07_30,EP1.21-C-021_2021-07-30-10-01_CAM219.JPG,207.50698852539062,510.5219421386719,217.08763122558594,766.9891967773438,0.28083781529830004,256.4672546386719,0.5914623737335205,773
C_021,07_30,EP1.21-C-021_2021-07-30-10-01_CAM219.JPG,0.0,484.9986267089844,10.260580062866211,717.1950073242188,0.013273712888572072,232.19638061523438,0.08872746676206589,773
