k_dropped,true_ft,pred_ft,below_ft,error_ft,error_cm,image_id,camera
3,0.0,0.04457973473759189,3.0,0.04457973473759189,1.358790314801801,C-W-0010-L.21-M1745-1.2024-07-09-11-44.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.191400576896707,2.0,0.1914005768967071,5.833889583811632,C-W-0010-L.21-M1745-1.2024-07-09-11-44.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.9939695831207205,1.0,-0.006030416879279521,-0.1838071064804398,C-W-0010-L.21-M1745-1.2024-07-09-11-44.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.020785023056706414,1.0,-0.020785023056706414,-0.6335275027684115,C-W-0010-L.21-M1745-1.2024-07-10-11-45.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.029594781982229965,2.0,-0.029594781982229965,-0.9020489548183693,C-W-0010-L.21-M1745-1.2024-07-10-11-45.NH88X,C-W-0010-L.21-M1745-1
2,1.0,0.989217465551823,1.0,-0.010782534448177006,-0.32865164998043517,C-W-0010-L.21-M1745-1.2024-07-10-11-45.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.03687592541581267,3.0,-0.03687592541581267,-1.1239782066739703,C-W-0010-L.21-M1745-1.2024-07-10-11-45.NH88X,C-W-0010-L.21-M1745-1
3,1.0,0.9838987389233936,2.0,-0.016101261076606366,-0.490766437614962,C-W-0010-L.21-M1745-1.2024-07-10-11-45.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.9940701168932584,1.0,-0.005929883106741585,-0.18074283709348352,C-W-0010-L.21-M1745-1.2024-07-10-11-45.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.36136878853878035,1.0,-0.36136878853878035,-11.014520674662025,C-W-0010-L.21-M1745-1.2024-07-11-11-45.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.34863943600053326,2.0,-0.34863943600053326,-10.626530009296253,C-W-0010-L.21-M1745-1.2024-07-11-11-45.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.0142284160743706,1.0,0.014228416074370642,0.43368212194681716,C-W-0010-L.21-M1745-1.2024-07-11-11-45.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.19793258026318553,3.0,0.19793258026318553,6.032985046421895,C-W-0010-L.21-M1745-1.2024-07-11-11-45.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.3543363321644721,2.0,0.35433633216447213,10.800171404373112,C-W-0010-L.21-M1745-1.2024-07-11-11-45.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.304630762038248,1.0,0.304630762038248,9.2851456269258,C-W-0010-L.21-M1745-1.2024-07-11-11-45.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.07489502650451207,1.0,-0.07489502650451207,-2.282800407857528,C-W-0010-L.21-M1745-1.2024-07-12-11-46.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.11416024563346416,2.0,-0.11416024563346416,-3.4796042869079877,C-W-0010-L.21-M1745-1.2024-07-12-11-46.NH88X,C-W-0010-L.21-M1745-1
2,1.0,0.9574237442149058,1.0,-0.042576255785094164,-1.2977242763296701,C-W-0010-L.21-M1745-1.2024-07-12-11-46.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.0882272395143269,3.0,-0.0882272395143269,-2.689166260396684,C-W-0010-L.21-M1745-1.2024-07-12-11-46.NH88X,C-W-0010-L.21-M1745-1
3,1.0,0.9756236361372682,2.0,-0.024376363862731787,-0.7429915705360649,C-W-0010-L.21-M1745-1.2024-07-12-11-46.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.0180526088128654,1.0,0.01805260881286541,0.5502435166161378,C-W-0010-L.21-M1745-1.2024-07-12-11-46.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.02206065300266574,1.0,-0.02206065300266574,-0.6724087035212517,C-W-0010-L.21-M1745-1.2024-07-13-11-45.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.5973446401974727,2.0,-0.5973446401974727,-18.207064633218966,C-W-0010-L.21-M1745-1.2024-07-13-11-45.NH88X,C-W-0010-L.21-M1745-1
2,1.0,0.49028420845047394,1.0,-0.5097157915495261,-15.536137326429555,C-W-0010-L.21-M1745-1.2024-07-13-11-45.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-2.2029300552776934,3.0,-2.2029300552776934,-67.1453080848641,C-W-0010-L.21-M1745-1.2024-07-13-11-45.NH88X,C-W-0010-L.21-M1745-1
3,1.0,-0.5576351084541662,2.0,-1.5576351084541662,-47.476718105682984,C-W-0010-L.21-M1745-1.2024-07-13-11-45.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.3512772965751463,1.0,-0.6487227034248537,-19.773068000389543,C-W-0010-L.21-M1745-1.2024-07-13-11-45.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.25993502954093245,1.0,-0.25993502954093245,-7.922819700407621,C-W-0010-L.21-M1745-1.2024-07-14-11-46.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.002997450928151555,2.0,-0.002997450928151555,-0.0913623042900594,C-W-0010-L.21-M1745-1.2024-07-14-11-46.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.2749852158345538,1.0,0.2749852158345538,8.381549378637201,C-W-0010-L.21-M1745-1.2024-07-14-11-46.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.01562310168903634,3.0,-0.01562310168903634,-0.47619213948182765,C-W-0010-L.21-M1745-1.2024-07-14-11-46.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.2668611995751764,2.0,0.2668611995751764,8.133929363051378,C-W-0010-L.21-M1745-1.2024-07-14-11-46.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.9909200603740551,1.0,-0.009079939625944888,-0.2767565597988002,C-W-0010-L.21-M1745-1.2024-07-14-11-46.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.005211935432603384,1.0,-0.005211935432603384,-0.15885979198575115,C-W-0010-L.21-M1745-1.2024-07-15-11-41.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.01953458155698189,2.0,-0.01953458155698189,-0.595414045856808,C-W-0010-L.21-M1745-1.2024-07-15-11-41.NH88X,C-W-0010-L.21-M1745-1
2,1.0,0.9856308591802362,1.0,-0.014369140819763815,-0.43797141218640107,C-W-0010-L.21-M1745-1.2024-07-15-11-41.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.009683292430115483,3.0,-0.009683292430115483,-0.2951467532699199,C-W-0010-L.21-M1745-1.2024-07-15-11-41.NH88X,C-W-0010-L.21-M1745-1
3,1.0,0.9924549135897739,2.0,-0.0075450864102261095,-0.22997423378369183,C-W-0010-L.21-M1745-1.2024-07-15-11-41.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.006072836432809,1.0,0.00607283643280887,0.18510005447201436,C-W-0010-L.21-M1745-1.2024-07-15-11-41.NH88X,C-W-0010-L.21-M1745-1
1,0.0,0.3546985958463974,1.0,0.3546985958463974,10.811213201398193,C-W-0010-L.21-M1745-1.2024-07-16-11-41.NH88X,C-W-0010-L.21-M1745-1
2,0.0,0.5633406405023881,2.0,0.5633406405023881,17.17062272251279,C-W-0010-L.21-M1745-1.2024-07-16-11-41.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.2989885930909841,1.0,0.29898859309098413,9.113172317413197,C-W-0010-L.21-M1745-1.2024-07-16-11-41.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.5636617258697534,3.0,0.5636617258697534,17.180409404510083,C-W-0010-L.21-M1745-1.2024-07-16-11-41.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.2992401519915524,2.0,0.2992401519915524,9.120839832702517,C-W-0010-L.21-M1745-1.2024-07-16-11-41.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.0003156441838703,1.0,0.0003156441838703117,0.0096208347243671,C-W-0010-L.21-M1745-1.2024-07-16-11-41.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.026099730596428495,1.0,-0.026099730596428495,-0.7955197885791405,C-W-0010-L.21-M1745-1.2024-07-17-11-41.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.021812844136982062,2.0,-0.021812844136982062,-0.6648554892952133,C-W-0010-L.21-M1745-1.2024-07-17-11-41.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.004767585621733,1.0,0.0047675856217330725,0.14531600975042405,C-W-0010-L.21-M1745-1.2024-07-17-11-41.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.03534901899495311,3.0,-0.03534901899495311,-1.0774380989661707,C-W-0010-L.21-M1745-1.2024-07-17-11-41.NH88X,C-W-0010-L.21-M1745-1
3,1.0,0.9951753521054718,2.0,-0.004824647894528189,-0.14705526782521922,C-W-0010-L.21-M1745-1.2024-07-17-11-41.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.9903452150371812,1.0,-0.009654784962818797,-0.29427784566671694,C-W-0010-L.21-M1745-1.2024-07-17-11-41.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.01556532123389536,1.0,-0.01556532123389536,-0.47443099120913057,C-W-0010-L.21-M1745-1.2024-07-18-11-41.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.021996794712821205,2.0,-0.021996794712821205,-0.6704623028467903,C-W-0010-L.21-M1745-1.2024-07-18-11-41.NH88X,C-W-0010-L.21-M1745-1
2,1.0,0.9928334724707075,1.0,-0.007166527529292477,-0.2184357590928347,C-W-0010-L.21-M1745-1.2024-07-18-11-41.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.03542126419829182,3.0,-0.03542126419829182,-1.0796401327639347,C-W-0010-L.21-M1745-1.2024-07-18-11-41.NH88X,C-W-0010-L.21-M1745-1
3,1.0,0.9832762412650768,2.0,-0.016723758734923155,-0.5097401662404578,C-W-0010-L.21-M1745-1.2024-07-18-11-41.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.990403778980295,1.0,-0.00959622101970492,-0.29249281668060595,C-W-0010-L.21-M1745-1.2024-07-18-11-41.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.007338147947351628,1.0,-0.007338147947351628,-0.22366674943527765,C-W-0010-L.21-M1745-1.2024-07-19-11-59.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.014075770927384271,2.0,-0.014075770927384271,-0.4290294978666726,C-W-0010-L.21-M1745-1.2024-07-19-11-59.NH88X,C-W-0010-L.21-M1745-1
2,1.0,0.9939982185732241,1.0,-0.006001781426775876,-0.1829342978881287,C-W-0010-L.21-M1745-1.2024-07-19-11-59.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.009846037253763595,3.0,0.009846037253763595,0.3001072154947144,C-W-0010-L.21-M1745-1.2024-07-19-11-59.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.0099333307387788,2.0,0.009933330738778778,0.30276792091797716,C-W-0010-L.21-M1745-1.2024-07-19-11-59.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.012441357444777,1.0,0.012441357444776813,0.3792125749167973,C-W-0010-L.21-M1745-1.2024-07-19-11-59.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.013860400355818387,1.0,-0.013860400355818387,-0.42246500284534444,C-W-0010-L.21-M1745-1.2024-07-20-11-59.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.011516717267152666,2.0,-0.011516717267152666,-0.35102954230281325,C-W-0010-L.21-M1745-1.2024-07-20-11-59.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.0020900458462185,1.0,0.0020900458462185245,0.06370459739274063,C-W-0010-L.21-M1745-1.2024-07-20-11-59.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.01448355843146879,3.0,0.01448355843146879,0.4414588609911687,C-W-0010-L.21-M1745-1.2024-07-20-11-59.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.0193664960656073,2.0,0.019366496065607253,0.590290800079709,C-W-0010-L.21-M1745-1.2024-07-20-11-59.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.0135530240387434,1.0,0.013553024038743366,0.4130961727008978,C-W-0010-L.21-M1745-1.2024-07-20-11-59.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.004991720516861657,1.0,-0.004991720516861657,-0.1521476413539433,C-W-0010-L.21-M1745-1.2024-07-21-11-29.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.019088741276888387,2.0,-0.019088741276888387,-0.581824834119558,C-W-0010-L.21-M1745-1.2024-07-21-11-29.NH88X,C-W-0010-L.21-M1745-1
2,1.0,0.9858379232189514,1.0,-0.014162076781048638,-0.4316601002863625,C-W-0010-L.21-M1745-1.2024-07-21-11-29.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.014832487802253944,3.0,-0.014832487802253944,-0.45209422821270023,C-W-0010-L.21-M1745-1.2024-07-21-11-29.NH88X,C-W-0010-L.21-M1745-1
3,1.0,0.9887866269490662,2.0,-0.01121337305093384,-0.3417836105924634,C-W-0010-L.21-M1745-1.2024-07-21-11-29.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.002626959669477,1.0,0.0026269596694770136,0.08006973072565937,C-W-0010-L.21-M1745-1.2024-07-21-11-29.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.04611550281546102,1.0,-0.04611550281546102,-1.405600525815252,C-W-0010-L.21-M1745-1.2024-07-22-11-30.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.028083133410241747,2.0,-0.028083133410241747,-0.8559739063441685,C-W-0010-L.21-M1745-1.2024-07-22-11-30.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.017920706560014,1.0,0.017920706560013988,0.5462231359492263,C-W-0010-L.21-M1745-1.2024-07-22-11-30.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.010508441132581465,3.0,-0.010508441132581465,-0.32029728572108307,C-W-0010-L.21-M1745-1.2024-07-22-11-30.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.0299057425850182,2.0,0.029905742585018213,0.9115270339913552,C-W-0010-L.21-M1745-1.2024-07-22-11-30.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.010816987684116,1.0,0.010816987684115986,0.3297017846118553,C-W-0010-L.21-M1745-1.2024-07-22-11-30.NH88X,C-W-0010-L.21-M1745-1
1,0.0,0.001420540932691755,1.0,0.001420540932691755,0.0432980876284447,C-W-0010-L.21-M1745-1.2024-07-23-11-59.NH88X,C-W-0010-L.21-M1745-1
2,0.0,0.0064719992692101914,2.0,0.0064719992692101914,0.19726653772552663,C-W-0010-L.21-M1745-1.2024-07-23-11-59.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.003957545303336,1.0,0.00395754530333603,0.12062598084568218,C-W-0010-L.21-M1745-1.2024-07-23-11-59.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.06887716972313837,3.0,0.06887716972313837,2.0993761331612575,C-W-0010-L.21-M1745-1.2024-07-23-11-59.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.0438035686771572,2.0,0.04380356867715718,1.3351327732797509,C-W-0010-L.21-M1745-1.2024-07-23-11-59.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.0267772217515327,1.0,0.026777221751532743,0.816169718986718,C-W-0010-L.21-M1745-1.2024-07-23-11-59.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.01495041476372207,1.0,-0.01495041476372207,-0.4556886419982487,C-W-0010-L.21-M1745-1.2024-07-24-11-30.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.00916341856403939,2.0,-0.00916341856403939,-0.2793009978319206,C-W-0010-L.21-M1745-1.2024-07-24-11-30.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.0051523565669032,1.0,0.00515235656690316,0.1570438281592083,C-W-0010-L.21-M1745-1.2024-07-24-11-30.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.0028213937428013982,3.0,0.0028213937428013982,0.08599608128058663,C-W-0010-L.21-M1745-1.2024-07-24-11-30.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.01310711149734,2.0,0.013107111497340007,0.3995047584389234,C-W-0010-L.21-M1745-1.2024-07-24-11-30.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.006238777011746,1.0,0.0062387770117458,0.19015792331801198,C-W-0010-L.21-M1745-1.2024-07-24-11-30.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.03230470338352747,1.0,-0.03230470338352747,-0.9846473591299173,C-W-0010-L.21-M1745-1.2024-07-25-11-30.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.008828183203113764,2.0,-0.008828183203113764,-0.2690830240309075,C-W-0010-L.21-M1745-1.2024-07-25-11-30.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.020779956761843,1.0,0.020779956761842966,0.6333730821009737,C-W-0010-L.21-M1745-1.2024-07-25-11-30.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.010628880181750542,3.0,0.010628880181750542,0.3239682679397565,C-W-0010-L.21-M1745-1.2024-07-25-11-30.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.0336057813097639,2.0,0.03360578130976388,1.0243042143216032,C-W-0010-L.21-M1745-1.2024-07-25-11-30.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.0101263468067256,1.0,0.010126346806725639,0.3086510506689975,C-W-0010-L.21-M1745-1.2024-07-25-11-30.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.015442904642840632,1.0,-0.015442904642840632,-0.47069973351378247,C-W-0010-L.21-M1745-1.2024-07-26-11-31.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.0027708490086587375,2.0,-0.0027708490086587375,-0.08445547778391832,C-W-0010-L.21-M1745-1.2024-07-26-11-31.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.011281544475549,1.0,0.011281544475548966,0.34386147561473246,C-W-0010-L.21-M1745-1.2024-07-26-11-31.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.01048698572165353,3.0,0.01048698572165353,0.3196433247959996,C-W-0010-L.21-M1745-1.2024-07-26-11-31.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.0200767593046463,2.0,0.020076759304646252,0.6119396236056178,C-W-0010-L.21-M1745-1.2024-07-26-11-31.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.0069138698488898,1.0,0.006913869848889753,0.21073475299415967,C-W-0010-L.21-M1745-1.2024-07-26-11-31.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.06669447965659787,1.0,-0.06669447965659787,-2.032847739933103,C-W-0010-L.21-M1745-1.2024-07-27-11-31.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.015851068752895155,2.0,-0.015851068752895155,-0.48314057558824436,C-W-0010-L.21-M1745-1.2024-07-27-11-31.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.0446302160017185,1.0,0.04463021600171846,1.3603289837323786,C-W-0010-L.21-M1745-1.2024-07-27-11-31.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.007850832082205461,3.0,-0.007850832082205461,-0.23929336186562247,C-W-0010-L.21-M1745-1.2024-07-27-11-31.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.0498335254861373,2.0,0.04983352548613729,1.5189258568174646,C-W-0010-L.21-M1745-1.2024-07-27-11-31.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.0041587957703992,1.0,0.004158795770399237,0.12676009508176875,C-W-0010-L.21-M1745-1.2024-07-27-11-31.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.04591781382794637,1.0,-0.04591781382794637,-1.3995749654758054,C-W-0010-L.21-M1745-1.2024-07-28-11-55.NH88X,C-W-0010-L.21-M1745-1
2,0.0,0.026863616787189827,2.0,0.026863616787189827,0.818803039673546,C-W-0010-L.21-M1745-1.2024-07-28-11-55.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.0644966217317258,1.0,0.06449662173172577,1.9658570303830014,C-W-0010-L.21-M1745-1.2024-07-28-11-55.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.0003373884267168721,3.0,0.0003373884267168721,0.010283599246330263,C-W-0010-L.21-M1745-1.2024-07-28-11-55.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.047161482345071,2.0,0.047161482345071004,1.4374819818777642,C-W-0010-L.21-M1745-1.2024-07-28-11-55.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.98608666491396,1.0,-0.01391333508604009,-0.42407845342250194,C-W-0010-L.21-M1745-1.2024-07-28-11-55.NH88X,C-W-0010-L.21-M1745-1
1,0.0,0.00032097856117389715,1.0,0.00032097856117389715,0.009783426544580386,C-W-0010-L.21-M1745-1.2024-07-29-11-57.NH88X,C-W-0010-L.21-M1745-1
2,0.0,0.007836258182999736,2.0,0.007836258182999736,0.23884914941783195,C-W-0010-L.21-M1745-1.2024-07-29-11-57.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.0058773604634863,1.0,0.005877360463486303,0.1791419469270625,C-W-0010-L.21-M1745-1.2024-07-29-11-57.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.05722280865436388,3.0,0.05722280865436388,1.7441512077850112,C-W-0010-L.21-M1745-1.2024-07-29-11-57.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.0373787192491637,2.0,0.037378719249163694,1.1393033627145095,C-W-0010-L.21-M1745-1.2024-07-29-11-57.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.0211628284719723,1.0,0.02116282847197226,0.6450430118257146,C-W-0010-L.21-M1745-1.2024-07-29-11-57.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.02766819799575448,1.0,-0.02766819799575448,-0.8433266749105965,C-W-0010-L.21-M1745-1.2024-07-30-11-56.NH88X,C-W-0010-L.21-M1745-1
2,0.0,0.2588515895515868,2.0,0.2588515895515868,7.8897964495323665,C-W-0010-L.21-M1745-1.2024-07-30-11-56.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.1640551533178516,1.0,0.1640551533178516,5.000401073128116,C-W-0010-L.21-M1745-1.2024-07-30-11-56.NH88X,C-W-0010-L.21-M1745-1
1,0.0,0.26892617351715326,1.0,0.26892617351715326,8.19686976880283,C-W-0010-L.21-M1745-1.2024-07-31-11-57.NH88X,C-W-0010-L.21-M1745-1
2,0.0,0.4030871127481096,2.0,0.4030871127481096,12.28609519656238,C-W-0010-L.21-M1745-1.2024-07-31-11-57.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.1173837791383487,1.0,0.11738377913834874,3.5778575881368697,C-W-0010-L.21-M1745-1.2024-07-31-11-57.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.6463317825933345,3.0,0.6463317825933345,19.700192733444833,C-W-0010-L.21-M1745-1.2024-07-31-11-57.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.2906314762157625,2.0,0.29063147621576246,8.85844739505644,C-W-0010-L.21-M1745-1.2024-07-31-11-57.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.1220155807196424,1.0,0.12201558071964236,3.719034900334699,C-W-0010-L.21-M1745-1.2024-07-31-11-57.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.27903346267536033,1.0,-0.27903346267536033,-8.504939942344983,C-W-0010-L.21-M1745-1.2024-08-01-11-58.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.6751231594122109,2.0,-0.6751231594122109,-20.57775389888419,C-W-0010-L.21-M1745-1.2024-08-01-11-58.NH88X,C-W-0010-L.21-M1745-1
2,1.0,0.5761607821577105,1.0,-0.4238392178422895,-12.918619359832984,C-W-0010-L.21-M1745-1.2024-08-01-11-58.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-1.0459382438079452,3.0,-1.0459382438079452,-31.88019767126617,C-W-0010-L.21-M1745-1.2024-08-01-11-58.NH88X,C-W-0010-L.21-M1745-1
3,1.0,0.3181005926310679,2.0,-0.6818994073689322,-20.784293936605053,C-W-0010-L.21-M1745-1.2024-08-01-11-58.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.7555750958440388,1.0,-0.2444249041559612,-7.450071078673697,C-W-0010-L.21-M1745-1.2024-08-01-11-58.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.017106849503902653,1.0,-0.017106849503902653,-0.5214167728789528,C-W-0010-L.21-M1745-1.2024-08-02-11-57.NH88X,C-W-0010-L.21-M1745-1
2,0.0,-0.1535421822738195,2.0,-0.1535421822738195,-4.679965715706018,C-W-0010-L.21-M1745-1.2024-08-02-11-57.NH88X,C-W-0010-L.21-M1745-1
2,1.0,0.8828077138030385,1.0,-0.11719228619696154,-3.5720208832833875,C-W-0010-L.21-M1745-1.2024-08-02-11-57.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-1.3573734361956804,3.0,-1.3573734361956804,-41.37274233524434,C-W-0010-L.21-M1745-1.2024-08-02-11-57.NH88X,C-W-0010-L.21-M1745-1
3,1.0,0.1101185974816113,2.0,-0.8898814025183887,-27.123585148760487,C-W-0010-L.21-M1745-1.2024-08-02-11-57.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.461060329054487,1.0,-0.538939670945513,-16.426881170419236,C-W-0010-L.21-M1745-1.2024-08-02-11-57.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.019420312729849492,1.0,-0.019420312729849492,-0.5919311320058125,C-W-0010-L.21-M1745-1.2024-08-03-11-58.NH88X,C-W-0010-L.21-M1745-1
2,0.0,0.0712595175521383,2.0,0.0712595175521383,2.1719900949891753,C-W-0010-L.21-M1745-1.2024-08-03-11-58.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.0605489579201375,1.0,0.06054895792013748,1.8455322374057905,C-W-0010-L.21-M1745-1.2024-08-03-11-58.NH88X,C-W-0010-L.21-M1745-1
3,0.0,-0.030889524838925493,3.0,-0.030889524838925493,-0.941512717090449,C-W-0010-L.21-M1745-1.2024-08-03-11-58.NH88X,C-W-0010-L.21-M1745-1
3,1.0,0.9997785562822208,2.0,-0.0002214437177792128,-0.006749604517910406,C-W-0010-L.21-M1745-1.2024-08-03-11-58.NH88X,C-W-0010-L.21-M1745-1
3,2.0,1.9651818783298658,1.0,-0.034818121670134206,-1.0612563485056905,C-W-0010-L.21-M1745-1.2024-08-03-11-58.NH88X,C-W-0010-L.21-M1745-1
1,0.0,-0.3089019252536022,1.0,-0.3089019252536022,-9.415330681729795,C-W-0010-L.21-M1745-1.2024-08-04-11-57.NH88X,C-W-0010-L.21-M1745-1
2,0.0,0.09161756364435916,2.0,0.09161756364435916,2.792503339880067,C-W-0010-L.21-M1745-1.2024-08-04-11-57.NH88X,C-W-0010-L.21-M1745-1
2,1.0,1.2914026011708954,1.0,0.29140260117089545,8.881951283688894,C-W-0010-L.21-M1745-1.2024-08-04-11-57.NH88X,C-W-0010-L.21-M1745-1
3,0.0,0.5238964596755011,3.0,0.5238964596755011,15.968364090909274,C-W-0010-L.21-M1745-1.2024-08-04-11-57.NH88X,C-W-0010-L.21-M1745-1
3,1.0,1.541327962508409,2.0,0.5413279625084091,16.499676297256308,C-W-0010-L.21-M1745-1.2024-08-04-11-57.NH88X,C-W-0010-L.21-M1745-1
3,2.0,2.2005217027168897,1.0,0.20052170271688974,6.111901498810799,C-W-0010-L.21-M1745-1.2024-08-04-11-57.NH88X,C-W-0010-L.21-M1745-1
1,0.0,0.00937039044423748,1.0,0.00937039044423748,0.2856095007403584,C-W-0010-L.21-M1745-1.2024-08-05-11-57.NH88X,C-W-0010-L.21-M1745-1
2,0.0,0.02652565530497193,2.0,0.02652565530497193,0.8085019736955444,C-W-0010-L.21-M1745-1.2024-08-05-11-57.NH88X,C-W-0010-L.21-M1745-1
